Year,Date,Cultivar,LTE_C
2019_20,1/29/20,BR,-25.5
2019_20,1/29/20,LC,-25.5
2019_20,2/13/20,BR,-25.5
2019_20,2/13/20,FR,-25.5
2019_20,2/13/20,LC,-25.5
2019_20,2/26/20,BR,-25.5
2019_20,2/26/20,MQ,-25.5
2019_20,2/26/20,PP,-25.5
2019_20,3/4/20,BR,-25.5
2019_20,3/4/20,BR,-25.5
2019_20,3/4/20,BR,-25.5
2019_20,3/4/20,FR,-25.5
2021_22,11/23/21,BR,-25.5
2021_22,1/19/22,BR,-25.5
2021_22,11/23/21,FR,-25.5
2021_22,11/23/21,FR,-25.5
2021_22,11/23/21,MQ,-25.5
2021_22,11/23/21,PP,-25.5
2021_22,12/22/21,PP,-25.5
2021_22,1/19/22,PP,-25.5
2018_19,11/13/18,LC,-25.4
2018_19,11/23/18,LC,-25.4
2018_19,11/23/18,MQ,-25.4
2018_19,11/23/18,MQ,-25.4
2018_19,12/19/18,FR,-25.4
2018_19,12/19/18,FR,-25.4
2018_19,12/19/18,MQ,-25.4
2018_19,12/19/18,PP,-25.4
2018_19,12/19/18,PP,-25.4
2018_19,12/19/18,PP,-25.4
2018_19,1/4/19,PP,-25.4
2018_19,1/16/19,BR,-25.4
2018_19,1/16/19,BR,-25.4
2018_19,1/16/19,BR,-25.4
2018_19,1/16/19,MQ,-25.4
2018_19,1/16/19,PP,-25.4
2018_19,2/5/19,BR,-25.4
2018_19,2/5/19,BR,-25.4
2018_19,2/5/19,FR,-25.4
2018_19,2/5/19,FR,-25.4
2018_19,2/19/19,MQ,-25.4
2018_19,3/21/19,MQ,-25.4
2019_20,11/18/19,MQ,-25.4
2019_20,11/18/19,PP,-25.4
2019_20,12/18/19,BR,-25.4
2019_20,12/18/19,BR,-25.4
2019_20,12/18/19,BR,-25.4
2019_20,12/18/19,PP,-25.4
2019_20,1/3/20,BR,-25.4
2019_20,1/3/20,BR,-25.4
2019_20,1/3/20,FR,-25.4
2019_20,1/3/20,LC,-25.4
2019_20,1/3/20,LC,-25.4
2019_20,1/3/20,PP,-25.4
2019_20,1/16/20,BR,-25.4
2019_20,1/16/20,FR,-25.4
2019_20,1/16/20,MQ,-25.4
2019_20,1/29/20,BR,-25.4
2019_20,1/29/20,FR,-25.4
2019_20,2/13/20,FR,-25.4
2019_20,2/13/20,MQ,-25.4
2019_20,2/13/20,PP,-25.4
2019_20,2/26/20,BR,-25.4
2019_20,2/26/20,FR,-25.4
2019_20,2/26/20,LC,-25.4
2019_20,2/26/20,LC,-25.4
2019_20,2/26/20,MQ,-25.4
2019_20,2/26/20,PP,-25.4
2019_20,3/4/20,BR,-25.4
2021_22,1/19/22,PP,-25.4
2018_19,11/23/18,BR,-25.3
2018_19,11/23/18,BR,-25.3
2018_19,11/23/18,FR,-25.3
2018_19,11/23/18,FR,-25.3
2018_19,11/23/18,FR,-25.3
2018_19,11/23/18,LC,-25.3
2018_19,12/19/18,FR,-25.3
2018_19,12/19/18,LC,-25.3
2018_19,12/19/18,MQ,-25.3
2018_19,1/4/19,BR,-25.3
2018_19,1/4/19,PP,-25.3
2018_19,1/16/19,FR,-25.3
2018_19,1/16/19,LC,-25.3
2018_19,1/16/19,MQ,-25.3
2018_19,1/16/19,PP,-25.3
2018_19,3/11/19,MQ,-25.3
2018_19,3/21/19,LC,-25.3
2018_19,3/21/19,PP,-25.3
2019_20,11/18/19,BR,-25.3
2019_20,12/4/19,BR,-25.3
2019_20,12/4/19,LC,-25.3
2019_20,12/4/19,MQ,-25.3
2019_20,1/3/20,BR,-25.3
2019_20,1/3/20,FR,-25.3
2019_20,1/16/20,MQ,-25.3
2019_20,1/16/20,PP,-25.3
2019_20,1/29/20,FR,-25.3
2019_20,2/13/20,MQ,-25.3
2019_20,2/13/20,PP,-25.3
2019_20,2/13/20,PP,-25.3
2019_20,2/26/20,LC,-25.3
2019_20,2/26/20,LC,-25.3
2021_22,11/23/21,MQ,-25.3
2018_19,11/23/18,BR,-25.2
2018_19,11/23/18,LC,-25.2
2018_19,12/19/18,BR,-25.2
2018_19,12/19/18,LC,-25.2
2018_19,12/19/18,PP,-25.2
2018_19,1/4/19,BR,-25.2
2018_19,1/4/19,BR,-25.2
2018_19,1/4/19,LC,-25.2
2018_19,1/4/19,MQ,-25.2
2018_19,1/4/19,MQ,-25.2
2018_19,1/16/19,FR,-25.2
2018_19,1/16/19,FR,-25.2
2018_19,1/16/19,PP,-25.2
2018_19,2/5/19,BR,-25.2
2018_19,2/5/19,PP,-25.2
2018_19,2/19/19,BR,-25.2
2018_19,3/11/19,BR,-25.2
2018_19,3/21/19,LC,-25.2
2018_19,3/21/19,MQ,-25.2
2018_19,3/21/19,MQ,-25.2
2019_20,12/4/19,LC,-25.2
2019_20,12/18/19,MQ,-25.2
2019_20,1/3/20,BR,-25.2
2019_20,1/3/20,FR,-25.2
2019_20,1/3/20,FR,-25.2
2019_20,1/3/20,MQ,-25.2
2019_20,1/3/20,MQ,-25.2
2019_20,1/3/20,MQ,-25.2
2019_20,1/16/20,BR,-25.2
2019_20,1/16/20,LC,-25.2
2019_20,1/16/20,MQ,-25.2
2019_20,1/29/20,BR,-25.2
2019_20,1/29/20,MQ,-25.2
2019_20,2/13/20,PP,-25.2
2019_20,2/13/20,PP,-25.2
2019_20,2/26/20,BR,-25.2
2019_20,2/26/20,FR,-25.2
2019_20,2/26/20,LC,-25.2
2019_20,2/26/20,MQ,-25.2
2019_20,3/4/20,FR,-25.2
2019_20,3/4/20,FR,-25.2
2019_20,3/4/20,LC,-25.2
2019_20,3/4/20,LC,-25.2
2021_22,11/23/21,MQ,-25.2
2018_19,11/13/18,FR,-25.1
2018_19,11/23/18,BR,-25.1
2018_19,11/23/18,MQ,-25.1
2018_19,12/19/18,FR,-25.1
2018_19,12/19/18,PP,-25.1
2018_19,12/19/18,PP,-25.1
2018_19,12/19/18,PP,-25.1
2018_19,1/4/19,BR,-25.1
2018_19,1/4/19,FR,-25.1
2018_19,1/4/19,MQ,-25.1
2018_19,1/16/19,BR,-25.1
2018_19,1/16/19,FR,-25.1
2018_19,1/16/19,PP,-25.1
2018_19,2/5/19,LC,-25.1
2018_19,2/5/19,MQ,-25.1
2018_19,2/5/19,PP,-25.1
2018_19,2/5/19,PP,-25.1
2018_19,3/11/19,BR,-25.1
2018_19,3/21/19,FR,-25.1
2018_19,3/21/19,LC,-25.1
2018_19,3/21/19,LC,-25.1
2019_20,11/18/19,BR,-25.1
2019_20,11/18/19,FR,-25.1
2019_20,12/4/19,BR,-25.1
2019_20,12/4/19,MQ,-25.1
2019_20,12/18/19,FR,-25.1
2019_20,12/18/19,MQ,-25.1
2019_20,12/18/19,PP,-25.1
2019_20,12/18/19,PP,-25.1
2019_20,12/18/19,PP,-25.1
2019_20,12/18/19,PP,-25.1
2019_20,1/3/20,LC,-25.1
2019_20,1/3/20,LC,-25.1
2019_20,1/16/20,FR,-25.1
2019_20,1/16/20,MQ,-25.1
2019_20,1/29/20,FR,-25.1
2019_20,1/29/20,FR,-25.1
2019_20,1/29/20,MQ,-25.1
2019_20,2/13/20,MQ,-25.1
2019_20,2/13/20,PP,-25.1
2019_20,2/13/20,PP,-25.1
2019_20,2/26/20,BR,-25.1
2019_20,2/26/20,BR,-25.1
2019_20,2/26/20,FR,-25.1
2019_20,2/26/20,MQ,-25.1
2019_20,3/4/20,MQ,-25.1
2021_22,11/23/21,BR,-25.1
2021_22,11/23/21,LC,-25.1
2021_22,12/22/21,PP,-25.1
2021_22,1/19/22,PP,-25.1
2018_19,11/23/18,FR,-25
2018_19,11/23/18,FR,-25
2018_19,12/19/18,LC,-25
2018_19,12/19/18,PP,-25
2018_19,1/4/19,FR,-25
2018_19,1/4/19,MQ,-25
2018_19,1/4/19,MQ,-25
2018_19,1/4/19,PP,-25
2018_19,1/16/19,PP,-25
2018_19,2/5/19,BR,-25
2018_19,2/5/19,LC,-25
2018_19,2/5/19,LC,-25
2018_19,2/19/19,LC,-25
2018_19,3/11/19,LC,-25
2018_19,3/11/19,MQ,-25
2018_19,3/21/19,LC,-25
2019_20,12/4/19,BR,-25
2019_20,12/4/19,LC,-25
2019_20,12/18/19,FR,-25
2019_20,12/18/19,PP,-25
2019_20,1/3/20,BR,-25
2019_20,1/3/20,BR,-25
2019_20,1/3/20,FR,-25
2019_20,1/3/20,MQ,-25
2019_20,1/3/20,PP,-25
2019_20,1/16/20,MQ,-25
2019_20,1/16/20,PP,-25
2019_20,1/16/20,PP,-25
2019_20,1/29/20,LC,-25
2019_20,1/29/20,LC,-25
2019_20,2/13/20,BR,-25
2019_20,2/13/20,FR,-25
2019_20,2/13/20,PP,-25
2019_20,2/26/20,BR,-25
2019_20,2/26/20,FR,-25
2019_20,2/26/20,MQ,-25
2019_20,2/26/20,MQ,-25
2019_20,2/26/20,MQ,-25
2019_20,3/4/20,BR,-25
2019_20,3/4/20,BR,-25
2019_20,3/4/20,BR,-25
2019_20,3/4/20,MQ,-25
2019_20,3/4/20,PP,-25
2021_22,11/23/21,BR,-25
2021_22,3/12/22,BR,-25
2021_22,11/23/21,FR,-25
2021_22,11/23/21,LC,-25
2021_22,11/23/21,PP,-25
2021_22,12/22/21,PP,-25
2018_19,11/13/18,FR,-24.9
2018_19,11/23/18,FR,-24.9
2018_19,11/23/18,LC,-24.9
2018_19,11/23/18,MQ,-24.9
2018_19,11/23/18,MQ,-24.9
2018_19,1/4/19,FR,-24.9
2018_19,1/4/19,FR,-24.9
2018_19,1/4/19,LC,-24.9
2018_19,1/4/19,LC,-24.9
2018_19,1/4/19,LC,-24.9
2018_19,1/16/19,PP,-24.9
2018_19,2/5/19,BR,-24.9
2018_19,2/5/19,FR,-24.9
2018_19,2/5/19,PP,-24.9
2018_19,3/21/19,FR,-24.9
2019_20,11/18/19,FR,-24.9
2019_20,11/18/19,PP,-24.9
2019_20,11/18/19,PP,-24.9
2019_20,12/4/19,BR,-24.9
2019_20,12/4/19,LC,-24.9
2019_20,12/4/19,LC,-24.9
2019_20,12/4/19,MQ,-24.9
2019_20,12/4/19,MQ,-24.9
2019_20,12/18/19,BR,-24.9
2019_20,12/18/19,PP,-24.9
2019_20,1/3/20,FR,-24.9
2019_20,1/3/20,MQ,-24.9
2019_20,1/3/20,PP,-24.9
2019_20,1/16/20,BR,-24.9
2019_20,1/16/20,MQ,-24.9
2019_20,1/16/20,PP,-24.9
2019_20,1/29/20,MQ,-24.9
2019_20,1/29/20,PP,-24.9
2019_20,2/13/20,PP,-24.9
2019_20,2/26/20,LC,-24.9
2019_20,2/26/20,MQ,-24.9
2019_20,3/4/20,BR,-24.9
2019_20,3/4/20,MQ,-24.9
2019_20,3/4/20,MQ,-24.9
2021_22,11/23/21,LC,-24.9
2018_19,11/13/18,FR,-24.8
2018_19,11/23/18,BR,-24.8
2018_19,11/23/18,FR,-24.8
2018_19,12/19/18,LC,-24.8
2018_19,12/19/18,LC,-24.8
2018_19,1/4/19,MQ,-24.8
2018_19,1/4/19,PP,-24.8
2018_19,1/4/19,PP,-24.8
2018_19,1/16/19,PP,-24.8
2018_19,2/19/19,PP,-24.8
2018_19,3/11/19,MQ,-24.8
2018_19,3/21/19,FR,-24.8
2018_19,3/21/19,FR,-24.8
2018_19,3/21/19,LC,-24.8
2018_19,3/21/19,LC,-24.8
2018_19,3/21/19,MQ,-24.8
2018_19,3/21/19,PP,-24.8
2019_20,11/18/19,BR,-24.8
2019_20,11/18/19,PP,-24.8
2019_20,12/4/19,FR,-24.8
2019_20,12/4/19,FR,-24.8
2019_20,12/18/19,BR,-24.8
2019_20,12/18/19,FR,-24.8
2019_20,1/3/20,BR,-24.8
2019_20,1/3/20,FR,-24.8
2019_20,1/3/20,LC,-24.8
2019_20,1/3/20,LC,-24.8
2019_20,1/3/20,MQ,-24.8
2019_20,1/3/20,PP,-24.8
2019_20,1/3/20,PP,-24.8
2019_20,1/16/20,FR,-24.8
2019_20,1/16/20,PP,-24.8
2019_20,1/16/20,PP,-24.8
2019_20,1/29/20,MQ,-24.8
2019_20,1/29/20,PP,-24.8
2019_20,2/13/20,BR,-24.8
2019_20,2/13/20,BR,-24.8
2019_20,2/13/20,LC,-24.8
2019_20,2/13/20,MQ,-24.8
2019_20,2/26/20,BR,-24.8
2019_20,2/26/20,LC,-24.8
2019_20,2/26/20,LC,-24.8
2019_20,2/26/20,PP,-24.8
2019_20,3/4/20,BR,-24.8
2019_20,3/4/20,FR,-24.8
2019_20,3/4/20,FR,-24.8
2019_20,3/4/20,LC,-24.8
2019_20,3/4/20,MQ,-24.8
2019_20,3/4/20,PP,-24.8
2019_20,3/4/20,PP,-24.8
2019_20,3/18/20,FR,-24.8
2021_22,11/23/21,BR,-24.8
2021_22,11/23/21,FR,-24.8
2021_22,11/9/21,LC,-24.8
2018_19,11/23/18,BR,-24.7
2018_19,12/19/18,LC,-24.7
2018_19,12/19/18,PP,-24.7
2018_19,1/4/19,BR,-24.7
2018_19,1/4/19,FR,-24.7
2018_19,1/4/19,FR,-24.7
2018_19,1/4/19,MQ,-24.7
2018_19,1/4/19,PP,-24.7
2018_19,1/16/19,MQ,-24.7
2018_19,2/5/19,PP,-24.7
2018_19,2/19/19,MQ,-24.7
2018_19,3/21/19,LC,-24.7
2018_19,3/21/19,MQ,-24.7
2018_19,3/21/19,PP,-24.7
2019_20,11/18/19,BR,-24.7
2019_20,11/18/19,MQ,-24.7
2019_20,12/4/19,BR,-24.7
2019_20,12/4/19,BR,-24.7
2019_20,12/4/19,BR,-24.7
2019_20,12/4/19,FR,-24.7
2019_20,12/4/19,LC,-24.7
2019_20,12/4/19,MQ,-24.7
2019_20,12/18/19,BR,-24.7
2019_20,12/18/19,FR,-24.7
2019_20,12/18/19,MQ,-24.7
2019_20,12/18/19,PP,-24.7
2019_20,12/18/19,PP,-24.7
2019_20,1/3/20,BR,-24.7
2019_20,1/3/20,FR,-24.7
2019_20,1/3/20,LC,-24.7
2019_20,1/3/20,MQ,-24.7
2019_20,1/3/20,PP,-24.7
2019_20,1/16/20,FR,-24.7
2019_20,1/16/20,LC,-24.7
2019_20,1/29/20,BR,-24.7
2019_20,2/13/20,BR,-24.7
2019_20,2/13/20,PP,-24.7
2019_20,2/26/20,LC,-24.7
2019_20,2/26/20,PP,-24.7
2019_20,3/4/20,LC,-24.7
2019_20,3/4/20,MQ,-24.7
2019_20,3/4/20,MQ,-24.7
2019_20,3/4/20,MQ,-24.7
2019_20,3/4/20,MQ,-24.7
2019_20,3/4/20,PP,-24.7
2019_20,3/24/20,MQ,-24.7
2021_22,11/9/21,FR,-24.7
2021_22,11/23/21,LC,-24.7
2021_22,1/19/22,MQ,-24.7
2021_22,11/23/21,PP,-24.7
2018_19,11/13/18,FR,-24.6
2018_19,11/23/18,BR,-24.6
2018_19,11/23/18,MQ,-24.6
2018_19,11/23/18,MQ,-24.6
2018_19,1/4/19,LC,-24.6
2018_19,1/4/19,PP,-24.6
2018_19,1/4/19,PP,-24.6
2018_19,1/16/19,PP,-24.6
2018_19,2/5/19,PP,-24.6
2018_19,3/11/19,LC,-24.6
2018_19,3/21/19,FR,-24.6
2018_19,3/21/19,LC,-24.6
2018_19,3/21/19,MQ,-24.6
2018_19,3/21/19,PP,-24.6
2019_20,11/18/19,FR,-24.6
2019_20,11/18/19,FR,-24.6
2019_20,11/18/19,LC,-24.6
2019_20,11/18/19,PP,-24.6
2019_20,12/4/19,BR,-24.6
2019_20,12/4/19,BR,-24.6
2019_20,12/18/19,FR,-24.6
2019_20,1/3/20,FR,-24.6
2019_20,1/3/20,LC,-24.6
2019_20,1/16/20,LC,-24.6
2019_20,1/16/20,PP,-24.6
2019_20,1/29/20,MQ,-24.6
2019_20,1/29/20,PP,-24.6
2019_20,2/13/20,MQ,-24.6
2019_20,2/13/20,PP,-24.6
2019_20,2/26/20,BR,-24.6
2019_20,2/26/20,BR,-24.6
2019_20,2/26/20,BR,-24.6
2019_20,2/26/20,FR,-24.6
2019_20,3/4/20,BR,-24.6
2019_20,3/4/20,LC,-24.6
2019_20,3/4/20,MQ,-24.6
2021_22,11/23/21,BR,-24.6
2021_22,11/9/21,FR,-24.6
2021_22,11/23/21,MQ,-24.6
2021_22,11/23/21,MQ,-24.6
2021_22,11/23/21,PP,-24.6
2018_19,11/13/18,FR,-24.5
2018_19,11/13/18,LC,-24.5
2018_19,11/13/18,MQ,-24.5
2018_19,11/13/18,MQ,-24.5
2018_19,11/23/18,MQ,-24.5
2018_19,12/19/18,LC,-24.5
2018_19,1/4/19,PP,-24.5
2018_19,1/16/19,PP,-24.5
2018_19,1/16/19,PP,-24.5
2018_19,2/5/19,BR,-24.5
2018_19,3/11/19,PP,-24.5
2018_19,3/21/19,FR,-24.5
2018_19,3/21/19,MQ,-24.5
2019_20,11/18/19,BR,-24.5
2019_20,11/18/19,BR,-24.5
2019_20,11/18/19,FR,-24.5
2019_20,11/18/19,FR,-24.5
2019_20,11/18/19,MQ,-24.5
2019_20,11/18/19,PP,-24.5
2019_20,12/4/19,BR,-24.5
2019_20,12/4/19,FR,-24.5
2019_20,12/4/19,LC,-24.5
2019_20,12/4/19,MQ,-24.5
2019_20,12/18/19,MQ,-24.5
2019_20,1/3/20,BR,-24.5
2019_20,1/3/20,BR,-24.5
2019_20,1/3/20,BR,-24.5
2019_20,1/3/20,FR,-24.5
2019_20,1/3/20,LC,-24.5
2019_20,1/3/20,LC,-24.5
2019_20,1/3/20,LC,-24.5
2019_20,1/16/20,LC,-24.5
2019_20,1/16/20,LC,-24.5
2019_20,1/16/20,MQ,-24.5
2019_20,1/16/20,PP,-24.5
2019_20,1/29/20,FR,-24.5
2019_20,1/29/20,LC,-24.5
2019_20,1/29/20,MQ,-24.5
2019_20,1/29/20,MQ,-24.5
2019_20,1/29/20,PP,-24.5
2019_20,1/29/20,PP,-24.5
2019_20,2/13/20,LC,-24.5
2019_20,2/26/20,BR,-24.5
2019_20,2/26/20,FR,-24.5
2019_20,2/26/20,FR,-24.5
2019_20,2/26/20,MQ,-24.5
2019_20,2/26/20,MQ,-24.5
2019_20,2/26/20,PP,-24.5
2019_20,3/4/20,BR,-24.5
2019_20,3/4/20,MQ,-24.5
2019_20,3/18/20,FR,-24.5
2021_22,11/23/21,BR,-24.5
2021_22,11/23/21,BR,-24.5
2021_22,11/23/21,FR,-24.5
2021_22,11/9/21,LC,-24.5
2021_22,11/23/21,PP,-24.5
2021_22,11/23/21,PP,-24.5
2021_22,11/23/21,PP,-24.5
2018_19,11/13/18,FR,-24.4
2018_19,11/13/18,FR,-24.4
2018_19,11/13/18,LC,-24.4
2018_19,11/23/18,BR,-24.4
2018_19,11/23/18,MQ,-24.4
2018_19,11/23/18,PP,-24.4
2018_19,12/19/18,FR,-24.4
2018_19,12/19/18,FR,-24.4
2018_19,12/19/18,MQ,-24.4
2018_19,12/19/18,PP,-24.4
2018_19,12/19/18,PP,-24.4
2018_19,1/4/19,BR,-24.4
2018_19,1/4/19,LC,-24.4
2018_19,1/4/19,LC,-24.4
2018_19,1/4/19,PP,-24.4
2018_19,1/16/19,PP,-24.4
2018_19,2/5/19,MQ,-24.4
2018_19,3/11/19,MQ,-24.4
2018_19,3/21/19,LC,-24.4
2018_19,3/21/19,LC,-24.4
2018_19,3/21/19,MQ,-24.4
2019_20,11/18/19,BR,-24.4
2019_20,11/18/19,BR,-24.4
2019_20,11/18/19,LC,-24.4
2019_20,11/18/19,LC,-24.4
2019_20,11/18/19,LC,-24.4
2019_20,11/18/19,MQ,-24.4
2019_20,12/4/19,BR,-24.4
2019_20,12/4/19,LC,-24.4
2019_20,12/4/19,PP,-24.4
2019_20,12/4/19,PP,-24.4
2019_20,12/18/19,MQ,-24.4
2019_20,12/18/19,PP,-24.4
2019_20,12/18/19,PP,-24.4
2019_20,1/16/20,PP,-24.4
2019_20,1/16/20,PP,-24.4
2019_20,1/29/20,PP,-24.4
2019_20,2/13/20,BR,-24.4
2019_20,2/26/20,BR,-24.4
2019_20,2/26/20,FR,-24.4
2019_20,2/26/20,LC,-24.4
2019_20,2/26/20,PP,-24.4
2019_20,3/4/20,BR,-24.4
2019_20,3/4/20,LC,-24.4
2019_20,3/4/20,MQ,-24.4
2019_20,3/4/20,PP,-24.4
2019_20,3/4/20,PP,-24.4
2021_22,11/9/21,LC,-24.4
2021_22,11/23/21,PP,-24.4
2018_19,11/13/18,FR,-24.3
2018_19,11/23/18,BR,-24.3
2018_19,11/23/18,FR,-24.3
2018_19,11/23/18,LC,-24.3
2018_19,11/23/18,LC,-24.3
2018_19,11/23/18,MQ,-24.3
2018_19,1/4/19,FR,-24.3
2018_19,1/4/19,LC,-24.3
2018_19,2/5/19,MQ,-24.3
2018_19,2/19/19,PP,-24.3
2018_19,3/21/19,BR,-24.3
2018_19,3/21/19,BR,-24.3
2018_19,3/21/19,FR,-24.3
2018_19,3/21/19,FR,-24.3
2018_19,3/21/19,PP,-24.3
2018_19,3/21/19,PP,-24.3
2019_20,11/18/19,BR,-24.3
2019_20,11/18/19,LC,-24.3
2019_20,11/18/19,PP,-24.3
2019_20,12/4/19,BR,-24.3
2019_20,12/4/19,BR,-24.3
2019_20,12/4/19,LC,-24.3
2019_20,12/4/19,PP,-24.3
2019_20,12/18/19,BR,-24.3
2019_20,1/3/20,PP,-24.3
2019_20,1/16/20,FR,-24.3
2019_20,1/29/20,MQ,-24.3
2019_20,1/29/20,PP,-24.3
2019_20,2/26/20,BR,-24.3
2019_20,2/26/20,LC,-24.3
2019_20,2/26/20,LC,-24.3
2019_20,3/4/20,BR,-24.3
2019_20,3/4/20,BR,-24.3
2019_20,3/4/20,FR,-24.3
2019_20,3/4/20,LC,-24.3
2019_20,3/4/20,LC,-24.3
2019_20,3/4/20,MQ,-24.3
2019_20,3/4/20,PP,-24.3
2019_20,3/4/20,PP,-24.3
2019_20,3/18/20,FR,-24.3
2019_20,3/18/20,FR,-24.3
2019_20,3/18/20,FR,-24.3
2021_22,11/9/21,FR,-24.3
2021_22,11/23/21,FR,-24.3
2018_19,11/23/18,BR,-24.2
2018_19,11/23/18,FR,-24.2
2018_19,11/23/18,FR,-24.2
2018_19,11/23/18,LC,-24.2
2018_19,11/23/18,MQ,-24.2
2018_19,11/23/18,MQ,-24.2
2018_19,12/19/18,PP,-24.2
2018_19,1/4/19,LC,-24.2
2018_19,1/4/19,MQ,-24.2
2018_19,1/4/19,PP,-24.2
2018_19,3/11/19,BR,-24.2
2018_19,3/11/19,PP,-24.2
2018_19,3/21/19,FR,-24.2
2018_19,3/21/19,FR,-24.2
2018_19,3/21/19,LC,-24.2
2018_19,3/21/19,LC,-24.2
2018_19,3/21/19,MQ,-24.2
2018_19,3/21/19,MQ,-24.2
2018_19,3/21/19,MQ,-24.2
2019_20,11/18/19,BR,-24.2
2019_20,11/18/19,BR,-24.2
2019_20,11/18/19,FR,-24.2
2019_20,11/18/19,MQ,-24.2
2019_20,11/18/19,MQ,-24.2
2019_20,11/18/19,PP,-24.2
2019_20,12/4/19,FR,-24.2
2019_20,12/4/19,FR,-24.2
2019_20,12/4/19,FR,-24.2
2019_20,12/18/19,MQ,-24.2
2019_20,1/3/20,BR,-24.2
2019_20,1/3/20,FR,-24.2
2019_20,1/3/20,LC,-24.2
2019_20,1/3/20,PP,-24.2
2019_20,1/16/20,BR,-24.2
2019_20,1/16/20,BR,-24.2
2019_20,1/16/20,MQ,-24.2
2019_20,1/16/20,PP,-24.2
2019_20,2/13/20,BR,-24.2
2019_20,2/13/20,FR,-24.2
2019_20,2/13/20,LC,-24.2
2019_20,2/26/20,BR,-24.2
2019_20,2/26/20,FR,-24.2
2019_20,2/26/20,LC,-24.2
2019_20,2/26/20,MQ,-24.2
2019_20,2/26/20,PP,-24.2
2019_20,3/4/20,MQ,-24.2
2019_20,3/4/20,MQ,-24.2
2019_20,3/4/20,MQ,-24.2
2019_20,3/18/20,FR,-24.2
2019_20,3/24/20,FR,-24.2
2021_22,11/23/21,BR,-24.2
2021_22,11/23/21,BR,-24.2
2021_22,3/12/22,BR,-24.2
2021_22,11/9/21,FR,-24.2
2021_22,11/23/21,LC,-24.2
2021_22,11/23/21,MQ,-24.2
2021_22,11/23/21,PP,-24.2
2018_19,11/13/18,LC,-24.1
2018_19,11/13/18,LC,-24.1
2018_19,11/13/18,MQ,-24.1
2018_19,11/23/18,BR,-24.1
2018_19,11/23/18,PP,-24.1
2018_19,12/19/18,MQ,-24.1
2018_19,1/4/19,BR,-24.1
2018_19,1/4/19,BR,-24.1
2018_19,1/4/19,MQ,-24.1
2018_19,2/5/19,MQ,-24.1
2018_19,3/11/19,PP,-24.1
2018_19,3/21/19,MQ,-24.1
2018_19,3/21/19,MQ,-24.1
2018_19,3/21/19,MQ,-24.1
2018_19,3/21/19,PP,-24.1
2019_20,11/6/19,LC,-24.1
2019_20,11/18/19,FR,-24.1
2019_20,11/18/19,LC,-24.1
2019_20,11/18/19,MQ,-24.1
2019_20,12/4/19,BR,-24.1
2019_20,12/4/19,MQ,-24.1
2019_20,12/4/19,MQ,-24.1
2019_20,12/18/19,PP,-24.1
2019_20,12/18/19,PP,-24.1
2019_20,1/3/20,BR,-24.1
2019_20,1/3/20,MQ,-24.1
2019_20,1/3/20,PP,-24.1
2019_20,1/16/20,LC,-24.1
2019_20,1/16/20,LC,-24.1
2019_20,1/29/20,BR,-24.1
2019_20,1/29/20,FR,-24.1
2019_20,1/29/20,MQ,-24.1
2019_20,1/29/20,PP,-24.1
2019_20,1/29/20,PP,-24.1
2019_20,2/26/20,MQ,-24.1
2019_20,2/26/20,MQ,-24.1
2019_20,2/26/20,PP,-24.1
2019_20,3/4/20,MQ,-24.1
2019_20,3/18/20,FR,-24.1
2019_20,3/18/20,FR,-24.1
2019_20,3/18/20,FR,-24.1
2019_20,3/24/20,FR,-24.1
2021_22,11/9/21,FR,-24.1
2021_22,11/23/21,FR,-24.1
2021_22,11/9/21,LC,-24.1
2018_19,11/13/18,FR,-24
2018_19,11/13/18,FR,-24
2018_19,11/13/18,FR,-24
2018_19,11/13/18,LC,-24
2018_19,11/13/18,MQ,-24
2018_19,11/13/18,MQ,-24
2018_19,11/23/18,BR,-24
2018_19,11/23/18,FR,-24
2018_19,12/19/18,FR,-24
2018_19,1/4/19,PP,-24
2018_19,1/4/19,PP,-24
2018_19,3/11/19,PP,-24
2018_19,3/21/19,FR,-24
2018_19,3/21/19,FR,-24
2019_20,12/4/19,BR,-24
2019_20,12/4/19,FR,-24
2019_20,12/18/19,FR,-24
2019_20,1/3/20,BR,-24
2019_20,1/3/20,FR,-24
2019_20,1/3/20,LC,-24
2019_20,1/3/20,MQ,-24
2019_20,1/29/20,FR,-24
2019_20,1/29/20,LC,-24
2019_20,1/29/20,LC,-24
2019_20,1/29/20,MQ,-24
2019_20,2/13/20,PP,-24
2019_20,2/26/20,LC,-24
2019_20,3/4/20,BR,-24
2019_20,3/4/20,FR,-24
2019_20,3/4/20,LC,-24
2019_20,3/4/20,MQ,-24
2019_20,3/4/20,PP,-24
2019_20,3/4/20,PP,-24
2021_22,11/23/21,PP,-24
2018_19,11/13/18,FR,-23.9
2018_19,11/13/18,LC,-23.9
2018_19,11/13/18,PP,-23.9
2018_19,11/23/18,FR,-23.9
2018_19,11/23/18,FR,-23.9
2018_19,11/23/18,FR,-23.9
2018_19,11/23/18,FR,-23.9
2018_19,11/23/18,MQ,-23.9
2018_19,11/23/18,MQ,-23.9
2018_19,11/23/18,MQ,-23.9
2018_19,1/4/19,LC,-23.9
2018_19,1/16/19,PP,-23.9
2018_19,2/5/19,BR,-23.9
2018_19,2/5/19,PP,-23.9
2018_19,2/5/19,PP,-23.9
2018_19,3/21/19,BR,-23.9
2018_19,3/21/19,BR,-23.9
2018_19,3/21/19,PP,-23.9
